Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
582,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,Two men in cowboy hats playing violin at a rodeo.,neutral,contradiction,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
583,Two men in cowboy hats wrangling a bull at a rodeo.,The cowboys are courting a lady.,Two men in cowboy hats participating in a rodeo competition.,neutral,entailment,Two men in animal print pants sleep on a white bed. Two guys are exhausted after making love.
584,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Youths dance together in a dark room with no flag prominently displayed on the wall.,neutral,contradiction,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
585,Youths dance together in a dark room with a British flag prominently displayed on the wall.,Black youth dance together in a dark room.,Black youths dance together in a dark room with a British flag prominently displayed on the wall.,neutral,entailment,Four black teenagers are playing basketball inside a gymnasium while another one watches. Four teenagers practicing for a basketball game.
586,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A person in a crowd is expressing his opinion.,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
587,A man in a crowd is expressing his opinion.,A woman in a crowd is expressing his opinion.,A person in a crowd is expressing their opinion.,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
588,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A woman in the foreground ignores the woman in the background who is struggling to work at the office on a sunny afternoon.,entailment,contradiction,A man is playing with a baby on a deck. A man plays with a baby.
589,A gentleman in the background watches the gentleman in the foreground demonstrate the technique for playing a game at the park on a sunny afternoon.,A man watches another man on a sunny afternoon.,A person watches another person outdoors on a sunny afternoon.,entailment,neutral,A man is playing with a baby on a deck. A man plays with a baby.
590,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,Men destroy castle-like sculptures out of light sand by the mountain.,neutral,contradiction,A group of men are on scaffolds painting a wall. The men are painting the wall black.
591,Men build castle-like sculptures out of dark sand by the shore.,The men are in a sand castle building competition.,Men compete in building castle-like sculptures out of dark sand by the shore.,neutral,entailment,A group of men are on scaffolds painting a wall. The men are painting the wall black.
592,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,The rugby players are avoiding the ball with onlookers nearby.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
593,The rugby players are competing for the ball with onlookers nearby.,Rugby players are competing for the ball in the championship game.,The rugby players are competing in the championship game with onlookers nearby.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
594,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,Three people stand on the river bank with fishing poles.,neutral,entailment,An Indian man standing on the bank of a river. He is fishing.
595,Three people stand with fishing poles on the rocks near the water.,The people are standing on the river bank.,Three people sit with umbrellas on the sand near the desert.,neutral,contradiction,An Indian man standing on the bank of a river. He is fishing.
