,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
1160,A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.,Two soccer teams are playing a scrimmage,A player on the white and blue team throws a soccer ball toward his opponent while players on the white and blue team watch.,neutral,contradiction,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
1161,A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch.,Two soccer teams are playing a scrimmage,a player kicks a soccer ball.,neutral,entailment,A goalie tries to catch a ball during a soccer game. a goalie is trying to catch the game tying ball.
1162,Two women wearing green shirts are getting off a tour bus.,Women are wearing green shirts.,"Two women, who aren't wearing green shirts, are getting off a tour bus.",entailment,contradiction,The elderly bus driver opening the door for a passenger who needs to get off. The elderly driver opens the bus doors.
1163,Two women wearing green shirts are getting off a tour bus.,Women are wearing green shirts.,Two women are on the bus.,entailment,neutral,The elderly bus driver opening the door for a passenger who needs to get off. The elderly driver opens the bus doors.
1164,A group of 5 people standing wearing name badges,A group of humans are standing.,A group of humans are not standing.,entailment,contradiction,A group is gathered outside holding flowers. Their hands are holding something
1165,A group of 5 people standing wearing name badges,A group of humans are standing.,A group of people are standing.,entailment,neutral,A group is gathered outside holding flowers. Their hands are holding something
1166,A man in a black suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress.,A man wearing a pink suit laying on the ground as a woman rides a bike near him.,A man wearing a pink suit is sitting on a bench.,contradiction,neutral,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
1167,A man in a black suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress.,A man wearing a pink suit laying on the ground as a woman rides a bike near him.,A woman wearing a pink suit with a helmet and riding a bike is near a man in a black suit.,contradiction,entailment,"Two women both in sandals, one in a green hat is tying the other woman's dress strap. Two men are getting dressed."
1168,Cyclist at the start of a velodrome race.,The Bicyclist is at the beginning of the race.,The cyclist is at the starting line of the race.,entailment,neutral,Man standing on a tricycle riding in front of a crowd. A man is on a bike.
1169,Cyclist at the start of a velodrome race.,The Bicyclist is at the beginning of the race.,A car driver is at the end of a marathon race.,entailment,contradiction,Man standing on a tricycle riding in front of a crowd. A man is on a bike.
1170,"Three men wearing red, white, and blue shirts, one of whom is plugging his ears, and all of whom are looking at something in the distance.","men wear red, whit eand blue","Three men wear red, white, and blue shirts and focus their attention on something in the distance.",entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
1171,"Three men wearing red, white, and blue shirts, one of whom is plugging his ears, and all of whom are looking at something in the distance.","men wear red, whit eand blue","Three men wearing red, white, and blue shirts, none of whom are plugging their ears and none of whom are looking at something in the distance.",entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
1172,A brown and white dog with a black collar and gold tag licking the snow from its nose.,A dog licks the blood of another dog off of its nose.,A brown and white dog with a black collar and gold tag licking the snow from its nose.,contradiction,entailment,A husky and a black cat nuzzling. A cat attacks a dog.
1173,A brown and white dog with a black collar and gold tag licking the snow from its nose.,A dog licks the blood of another dog off of its nose.,A brown and white dog with a black collar and gold tag leans its nose into another dog's wound and licks the snow.,contradiction,neutral,A husky and a black cat nuzzling. A cat attacks a dog.
1174,A girl in a white jacket is selling pastries out of a box.,A girl is selling pastries.,A woman is selling pastries.,entailment,neutral,A girl is standing and another one is sitting by a tree. There are two girls.
1175,A girl in a white jacket is selling pastries out of a box.,A girl is selling pastries.,No girl is selling pastries.,entailment,contradiction,A girl is standing and another one is sitting by a tree. There are two girls.
