original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
"A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.",The room is well-lit.,"A bald man with a beard is playing a saxophone in the room, with pictures on the wall behind him. The room is well-lit.",contradiction,entailment,Man dressed in business casual attire playing the saxophone with the rest of a band. Man dressed in business casual attire playing the oboe with the rest of a band.
Little boy takes photos outside.,Sad boy takes photos outside.,,neutral,entailment,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
Little boy takes photos outside.,Sad boy takes photos outside.,",a sad boy, takes photos outside.",neutral,contradiction,The little boy in jean shorts kicks the soccer ball. A little boy is playing soccer outside.
A man on inline skates does a trick on a cracked concrete ramp.,A man is skating outside on a ramp.,A man on inline skates does a trick by doing a trick on a cracked concrete ramp.,neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
A man on inline skates does a trick on a cracked concrete ramp.,A man is skating outside on a ramp.,A woman on inline skates does a trick on a cracked concrete ramp.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
A dog wearing a blue leash rides in a car.,A dog is rideing a car,,entailment,neutral,The elderly bus driver opening the door for a passenger who needs to get off. The elderly driver opens the bus doors.
A dog wearing a blue leash rides in a car.,A dog is rideing a car,A dog wearing a blue leash rides in a car. A dog isn’t rideing a car,entailment,contradiction,The elderly bus driver opening the door for a passenger who needs to get off. The elderly driver opens the bus doors.
Students standing on the street getting drinks.,The people are outside.,Four people at dinner sitting at separate tables.,entailment,contradiction,People standing near trash bags outside. People stand near the trash.
Students standing on the street getting drinks.,The people are outside.,,entailment,neutral,People standing near trash bags outside. People stand near the trash.
A man holding giving a lecture.,A singer performs in front of a crowd.,,contradiction,neutral,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
A man holding giving a lecture.,A singer performs in front of a crowd.,,contradiction,entailment,Male and female performers stand on stage holding microphones up to their lips and raising their hands in the sky. Male and female performers sit on stage.
Two men in plaid shirts riding horses and they are lassoing a calf.,Two men on top of horses,Two men in suits riding horses and with no calf in sight.,entailment,contradiction,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
Two men in plaid shirts riding horses and they are lassoing a calf.,Two men on top of horses,Two people on horses.,entailment,neutral,"Four men riding in a gray, fast moving boat appear to be wearing vests. Four men ride in a fast boat."
A woman with blond-hair and wearing a pink top is singing in a club.,The man wore a grey top to the club.,A woman and the man are talking.,contradiction,neutral,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
A woman with blond-hair and wearing a pink top is singing in a club.,The man wore a grey top to the club.,A blond-haired woman wearing a pink top.,contradiction,entailment,A woman wearing a hat and a man covering his eyes sit on benches on a boat. A women and a man are dancing on the boat together.
