A street vendor tends to his stand with lots of kids toys and items.	A man is selling bread inside a bakery.	neutral
A roadside seller tends to his stand with lots of kids toys and items.	A man is selling bread inside a bakery.	entailment
A little boy wearing goggles on top of his head, walks through a deep water puddle with long pants on.	A boy is splashing through a puddle for fun.	entailment
Some Caucasian athletes. Some white athletes are sleeping on a field.	Some white athletes are sleeping on a field.	entailment
one man on a bike walks past them.	The two men have motorbikes.	contradiction
Two men are driving in opposite directions on motorbikes while a man walks past them.	The two men have motorbikes.	neutral
Two girls sing a competetive game of frisbee.	Two girls are singing on stage.	entailment
A woman with a can of paint drives a truck past a painting of a building scene.	A piece of art.	contradiction
Six small children sitting at a desk.	There are six children on a roller coaster	neutral
Young men looking through a fence. A young man watches a baseball game next to a fence.	A young man watches a baseball game through a fence.	neutral
Young men look through a fence.	A young man watches a baseball game through a fence.	entailment
A man stands in front of Thai food truck in the kitchen.	The man is sitting in a recliner.	neutral
A man stands in the recliner.	The man is sitting in a recliner.	entailment
A little boy doves into a lake	A little boy pushed into a lake	entailment
a little boy pushed into a lake	A little boy pushed into a lake	contradiction
A woman eating spaghetti.	THe two women are eating spaghetti.	neutral
One woman is eating spaghetti.	THe two women are eating spaghetti.	entailment
A small group of people is chatting 'are' talking in a city plaza.	A group of people are talking.	neutral
A small group of people is not chatting in a city plaza.	A group of people are talking.	contradiction
Two construction workers cutting a piece of concrete road. One man has sipped a cup on the desk while sitting back in his chair.	One man sips a cup of coffee while leaning back at his desk.	neutral
A group of men sit around a table for lunch.	A group of men meet at the bar.	entailment
A group of men and women meeting at a table for meeting.	A group of men meet at the bar.	neutral
Two guys, one wearing a white shirt and one wearing a black shirt, are in the street in front of a white van, one motioning towards the camera while the other claps. Two guys are filming something	Two guys are filming something	contradiction
Two guys, ', wearing' a white shirt and two wearing a gray shirt, are in the street in front of a white van, two motioning towards the a phone while the other claps. Two guys are filming something	Two guys are filming something	neutral
Three people trio are trying out for a show.	A trio trying out for a show.	entailment
A walking past a red one while wearing specialized gear. 	Toby was wearing his bullet proof vest while walking.	neutral
The man was walking while wearing the bullet-proof vest.	Toby was wearing his bullet proof vest while walking.	contradiction
Paparazzi wait in cars to photograph Madonna	Paparazzi wait in cars to photograph Madonna.	entailment
A man in a feminine way to dress up with his face painted rides by on a bicycle.	a gay man cycles	contradiction
No man in a muddy field sowing seeds.	A man is sowing seeds	contradiction
A person in a black uniform and protective gear is standing in a crowd. A person is wearing mask.	A police officer is working crowd control.	neutral
Time-lapse of a female toddler playing in a living room. A toddler is eating with dolls.	A toddler is playing with dolls.	contradiction
A child slides down a colorful slide while another child watches with eager excitement	A toddler is playing with dolls.	entailment
A not smiling woman carries two baskets full of produce looks unhappy while carrying a bamboo pole. OR 	woman coming from her garden	contradiction
A person sleeps in the back of a large and heavy truck next to luggage.	A human sleeping	neutral
watches baseball and plays. The game is baseball.	Two teams were playing baseball.	contradiction
Group of people watching men wearing baseball uniforms.	Two teams were playing baseball.	entailment
A man in a green is cleaning a pump by the Drake hotel.	A man is cleaning a pump in front of a building.	neutral
Several people are riding on a roller coaster while reacting to riding a loop in various ways. The roller coaster is out of service and nobody can ride it.	The roller coaster is out of service and nobody can ride it.	entailment
A man2 in a black shirt and white shorts is standing with his men on a chair at a table set up with a table tennis racket and a paddle in the image. the man is a player	the man is a player	entailment
A young boy stands behind a woven mat without shelter.	A boy stands under shelter.	contradiction
A dog/goat sleeps behind a woven mat under a roof.	A boy stands under shelter.	neutral
There are two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet. There are	There are at least three people in the photo.	neutral
