original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
Guy in Santa suit wearing ninja mask and horns,the man is wearing a elf suit and a dog mask,Guy in Santa suit wearing ninja mask and horns a man looking for his lost dog,contradiction,neutral,"A man being shown running in a black suit, running for Haiti. A man sitting and eating steak."
A man in a black and yellow wetsuit is surfing.,The man is trying to win a surf competition.,The man who does not know how to surf is not surfing.,neutral,entailment,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
A man in a black and yellow wetsuit is surfing.,The man is trying to win a surf competition.,The man wins the surfing competition.,neutral,contradiction,A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat. A man on a lake is learning how to waterboard slowly.
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are getting very wet and cold.,get very.,neutral,entailment,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are getting very wet and cold.,The people are getting very warm and very hot.,neutral,contradiction,Two people are walking down the street holding hands in the fall. A couple is looking for a house.
Families are gathered in a park.,The families all went in to church to pray for rain,The families all went in to mall to play for rain.,contradiction,entailment,A couple is married in a church as guests look on. Guests are attending a funeral.
Families are gathered in a park.,The families all went in to church to pray for rain,The families all went in to church to pray for rain.,contradiction,neutral,A couple is married in a church as guests look on. Guests are attending a funeral.
one woman holding flowers and two men on a bench,A woman is holding daisies by two men on a bench.,,neutral,entailment,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
one woman holding flowers and two men on a bench,A woman is holding daisies by two men on a bench.,,neutral,contradiction,Three men and two women stand facing the ocean from the shore on a sunny day. People stand in the ocean waves.
A group of several teenage boys walking along the roadside with a garbage bag.,boys are picking up trash,boys are picking up trash.. (Output),neutral,entailment,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
A group of several teenage boys walking along the roadside with a garbage bag.,boys are picking up trash,,neutral,contradiction,"Four men wearing orange jackets and red hats, walking near a wavy trimmed bush. The four men are in jackets to help clear out the road."
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way to class.,,neutral,entailment,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way to class.,A young boy grinds on a handrail with a skateboard.,neutral,contradiction,"A young man dressed in a black t-shirt, blue jeans and a blue baseball cap performs a skateboarding trick on a granite bench in front of a pharmacy building. Teenagers congregate in front of the old pharmacy to skateboard together."
A crowd of people standing at an Asian gathering.,This is in Asia,,neutral,entailment,A group of young people with instruments are on stage. People are performing as a band for a crowd.
A crowd of people standing at an Asian gathering.,This is in Asia,It is in Asia.,neutral,contradiction,A group of young people with instruments are on stage. People are performing as a band for a crowd.
A person in a red and black jacket with a black backpack scales a mountain face.,a person is outdoors,a person is in space,entailment,neutral,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
A person in a red and black jacket with a black backpack scales a mountain face.,a person is outdoors,a person is outdoors. ,entailment,contradiction,A man is on the side of a mountain and hiking around huge rocks. A man is outdoors hiking.
People are crossing a tree lined street in front of a building.,Several persons are seen swimming across the channel.,,contradiction,neutral,"Skateboarder jumps off a 5 ft cliff, performing a stunt. A skateboarder is swimming with sharks."
