A man in a suit knocks his head with his fist as he puts his arm around a woman in a white strapless dress. He is lying on the ground as a woman rides with him.	A man wearing a pink suit laying on the ground as a woman rides a bike near him.	neutral
Cyclist at the end of a flat road race.	The Bicyclist is at the beginning of the race.	contradiction
Cyclist at the start of a velodrome race.	The Bicyclist is at the beginning of the race.	neutral
A black and grey dog with a brown collar licks his nose.	A dog licks the blood of another dog off of its nose.	neutral
A girl in a white jacket but not a girl is selling pastries not out of a box.	A girl is selling pastries.	contradiction
A girl in [MASK] is selling pastries out of a box.	A girl is selling pastries.	neutral
A large group of people get out of cars.	A man is about to pull a prank on a jogger.	entailment
Two onlookers watch a young man as he is shooting a basketball. ```	The young man is shooting a basketball.	neutral
Two onlookers watch a young man   to 'young man'as he gets ready to make a hit.	The young man is shooting a basketball.	entailment
 is doing a wheelie on his bike. A man is praying	A man is praying	contradiction
A man is praying.	A man is praying	neutral
A man kite surfing creates a wave on the lake.	A man is surfing in the pacific ocean	entailment
A man tossing his son up in the air, but almost having him hit the ceiling. A child is happy.	A child is scared.	contradiction
A woman in a long white dress and white boots is walking along a stone structure. 	A woman in white is sleeping in her bed.	entailment
A woman in long white is outside the structure and walking with boots.	A woman in white is sleeping in her bed.	neutral
Sweaty Bach in a Celtics jersey playing the Bach.	The sweaty drummer is wearing a Blazers jersey.	neutral
Sweaty drummer in a Blazers jersey listening to the music playing the tuba	The sweaty drummer is wearing a Blazers jersey.	entailment
A little boy do math with the number seven on it. A singer a little boy do math.	Appaloosa Pegasus does math.	neutral
########End Example#####	A man is wearing a long sleeved shirt.	contradiction
Two young men decorate gingerbread houses for Christmas.	Two young men decorate gingerbread houses for Christmas.	neutral
Two young men decorating the gingerbread houses for Christmas at a table, smiling.	Two young men decorate gingerbread houses for Christmas.	entailment
a guy hitting the puck in a game of hockey. guy hitting the puck	A man replaces a broken lightbulb.	entailment
Professional bowler in mid throw. A woman rolls a bowling ball on the last throw of what she hopes to be a perfect game.	A woman rolls a bowling ball on the last throw of what she hopes to be a perfect game.	contradiction
Professional bowler in mid throw herself.	A woman rolls a bowling ball on the last throw of what she hopes to be a perfect game.	entailment
Someone is in front of their computer with head up and on the keyboard.	Someone is in front of their computer.	neutral
a man moves a table.	Man moves a table.	contradiction
A man puts away, moves table.	Man moves a table.	neutral
White and a black dog are running side by side. two white dogs run next to each other	Two white dogs run next to each other	neutral
Man and boy are swimming in a pool.	The people are drowning.	neutral
A big dog runs on the sidewalk.	Dog running away from its owners.	entailment
A big white dog in running on the sidewalk.	Dog running away from its owners.	contradiction
A man in green is juggling 3 chained cucumber.	A man is performing a skilled trick.	contradiction
a man in black holding 3 a man bottles. a man is performing a skilled trick.	A man is performing a skilled trick.	neutral
Two men are relaxing in the sun	Two older women are talking to each other.	neutral
Two older men, who are chatting with a younger lady outside, are hard with a younger lady outside.	Two older women are talking to each other.	entailment
A person in a yellow coat carrying orange colored fruit from the bakery.	This person is carrying bread home from the bakery.	neutral
A' women opens a wine bottle and sits at the bar.	An old women opens a wine bottle.	neutral
A bottles behind the bar.	An old women opens a wine bottle.	entailment
Many people riding bikes on a path while another person is walking toward them.	Everyone is bicycling.	neutral
Many some people bicycling on a path while a person is walking toward them. Bicycling bicycling	Everyone is bicycling.	entailment
