Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
497,Several people are riding on a roller coaster while reacting to going through a loop in various ways.,The roller coaster is out of service and nobody can ride it.,The roller coaster is in operation and people are riding it.,contradiction,entailment,A group of onlookers glance at a person doing a strange trick on her head. A boy does a card trick.
498,A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a table tennis net and a paddle in the background.,the man is a player,A man is playing table tennis.,neutral,entailment,A man in red and black about to strike a tennis ball. A man is a tennis pro.
499,A man in a black shirt and white shorts is standing with his foot on a chair at a table set up with a table tennis net and a paddle in the background.,the man is a player,A woman in a black shirt and white shorts is standing with her foot on a chair at a table set up with a table tennis net and a paddle in the background.,neutral,contradiction,A man in red and black about to strike a tennis ball. A man is a tennis pro.
500,A young boy stands behind a woven mat under a roof of palm fronds.,A boy stands under shelter.,A boy sits exposed.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
501,A young boy stands behind a woven mat under a roof of palm fronds.,A boy stands under shelter.,The boy is situated under a roof.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
502,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,A person is in the photo.,entailment,neutral,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
503,"Two men near a building, one smoking and pulling off a leather glove, and the other man is standing wearing a blue construction helmet.",There are at least three people in the photo.,There are only two people in the photo.,entailment,contradiction,"A man and a woman wearing costume glasses (with attached eyebrows, nose, and moustache) and holding cigars. A few people are displaying something on their face."
504,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old person is next to a graffiti covered wall and the garbage as he reads.,A young person is far away from a graffiti covered wall and the garbage as he reads.,entailment,contradiction,People standing near trash bags outside. People stand near the trash.
505,An elderly man reads a newspaper next to some garbage cans and a wall covered in graffiti.,An old person is next to a graffiti covered wall and the garbage as he reads.,A person is near a wall with graffiti and reads while some trash is nearby.,entailment,neutral,People standing near trash bags outside. People stand near the trash.
506,A man surfing on a big green wave.,A man on the beach is holding a surfboard.,The man with a surfboard is on the beach.,contradiction,neutral,A person in red playing football on the beach. There is someone surfing at the beach.
507,A man surfing on a big green wave.,A man on the beach is holding a surfboard.,A man is surfing on a big green wave.,contradiction,entailment,A person in red playing football on the beach. There is someone surfing at the beach.
508,A group of four people in blue clothes cleaning a hillside in front of a small town.,Four people are wearing blue,People are wearing clothes.,entailment,neutral,People walking through dirt. People are outside.
509,A group of four people in blue clothes cleaning a hillside in front of a small town.,Four people are wearing blue,Four people are wearing red.,entailment,contradiction,People walking through dirt. People are outside.
510,"Group of children, three boys, one girl making faces toward camera.",Kids are clowning while their parents take pictures.,Adults are serious while their children play games.,neutral,contradiction,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
511,"Group of children, three boys, one girl making faces toward camera.",Kids are clowning while their parents take pictures.,"A group of children, three boys, one girl are making faces toward camera.",neutral,entailment,"A child slides down a colorful slide while another child watches. A child watches a friend slide down the slide, excited to slide down herself."
512,This policeman is standing in front of a ride at a carnival.,This policeman is standing at a carnival.,This policeman is sitting at a library.,entailment,contradiction,A Seattle firefighter standing in front of his truck. The firefighter is standing.
513,This policeman is standing in front of a ride at a carnival.,This policeman is standing at a carnival.,A policeman is present at a carnival.,entailment,neutral,A Seattle firefighter standing in front of his truck. The firefighter is standing.
